rhod,etad,gamma,V0,D0,Oh,We,Bo,F1,F1err
1.00E+03,0.001,0.072,0.909132102,0.00205,2.60E-03,2.35E+01,5.72E-01,0.820068572,0.00843268
1.00E+03,0.001,0.072,1.064349778,0.00205,2.60E-03,3.23E+01,5.72E-01,0.831180202,0.005188017
1.00E+03,0.001,0.072,0.723720872,0.00205,2.60E-03,1.49E+01,5.72E-01,0.898356635,0.01080558
1.00E+03,0.001,0.072,0.540090203,0.00205,2.60E-03,8.31E+00,5.72E-01,1.086515413,0.03757231
1.00E+03,0.001,0.072,1.166594838,0.00205,2.60E-03,3.87E+01,5.72E-01,0.808979104,0.022307096
1.00E+03,0.001,0.072,1.285414683,0.00205,2.60E-03,4.70E+01,5.72E-01,0.774936023,0.002953154
1.00E+03,0.001,0.072,1.663477825,0.00205,2.60E-03,7.88E+01,5.72E-01,0.793706222,0.003232181
1.00E+03,0.001,0.072,1.825504886,0.00205,2.60E-03,9.49E+01,5.72E-01,0.802495124,0.012383642
1.00E+03,0.001,0.072,2.063144575,0.00205,2.60E-03,1.21E+02,5.72E-01,0.825533503,0.004600113
1.00E+03,0.001,0.072,2.516820346,0.00205,2.60E-03,1.80E+02,5.72E-01,0.850316076,0.007053863
1.00E+03,0.001,0.072,2.87327988,0.00205,2.60E-03,2.35E+02,5.72E-01,0.803375789,0.010633615
1.00E+03,0.001,0.072,3.056910549,0.00205,2.60E-03,2.66E+02,5.72E-01,0.833371152,0.008968141
1.00E+03,0.001,0.072,3.197334002,0.00205,2.60E-03,2.91E+02,5.72E-01,0.830478256,0.006504359
1.00E+03,0.001,0.072,0.421270358,0.00205,2.60E-03,5.05E+00,5.72E-01,1.250085041,0.031051415
1.00E+03,0.001,0.072,0.637306439,0.00205,2.60E-03,1.16E+01,5.72E-01,0.89247034,0.013361101
1.00E+03,0.001,0.072,0.885747933,0.00205,2.60E-03,2.23E+01,5.72E-01,0.852388188,0.009526171
1.00E+03,0.001,0.072,1.047774994,0.00205,2.60E-03,3.13E+01,5.72E-01,0.831004343,0.019265961
1.00E+03,0.001,0.072,1.49064896,0.00205,2.60E-03,6.33E+01,5.72E-01,0.81675867,0.004736288
1.00E+03,0.001,0.072,2.289982461,0.00205,2.60E-03,1.49E+02,5.72E-01,0.833549782,0.011286058
1.00E+03,0.001,0.072,2.711252819,0.00205,2.60E-03,2.09E+02,5.72E-01,0.858997241,0.017361176
1.00E+03,0.001,0.072,2.639074956,0.00205,2.60E-03,1.98E+02,5.72E-01,0.837015056,0.012788824
1.00E+03,0.001,0.072,0.396853377,0.00205,2.60E-03,4.48E+00,5.72E-01,1.195728757,0.056696995
1.00E+03,0.001,0.072,1.081425452,0.00205,2.60E-03,3.33E+01,5.72E-01,0.819963175,0.018487098
1.00E+03,0.001,0.072,1.190560131,0.00205,2.60E-03,4.04E+01,5.72E-01,0.837612829,0.003907288
1.00E+03,0.001,0.072,2.103322897,0.00205,2.60E-03,1.26E+02,5.72E-01,0.82154954,0.00604542
1.00E+03,0.001,0.072,2.31167092,0.00205,2.60E-03,1.52E+02,5.72E-01,0.832249626,0.013444458
1.00E+03,0.001,0.072,2.49025494,0.00205,2.60E-03,1.77E+02,5.72E-01,0.822123939,0.005879465
1.00E+03,0.001,0.072,2.807737641,0.00205,2.60E-03,2.24E+02,5.72E-01,0.826746285,0.010570329
1.00E+03,0.001,0.072,0.496066721,0.00205,2.60E-03,7.01E+00,5.72E-01,1.029193028,0.014676578
1.00E+03,0.001,0.072,0.585358731,0.00205,2.60E-03,9.76E+00,5.72E-01,0.970480239,0.021108113
1.00E+03,0.001,0.072,0.664729406,0.00205,2.60E-03,1.26E+01,5.72E-01,0.897101909,0.024910286
1.00E+03,0.001,0.072,0.962369439,0.00205,2.60E-03,2.64E+01,5.72E-01,0.82467696,0.014863099
1.00E+03,0.001,0.072,1.527885501,0.00205,2.60E-03,6.65E+01,5.72E-01,0.841419444,0.018357408
1.00E+03,0.001,0.072,1.676705517,0.00205,2.60E-03,8.00E+01,5.72E-01,0.809539908,0.00575764
1.00E+03,0.001,0.072,1.894974875,0.00205,2.60E-03,1.02E+02,5.72E-01,0.834671964,0.012519843
1.00E+03,0.001,0.072,2.936714989,0.00205,2.60E-03,2.46E+02,5.72E-01,0.842841444,0.017078796
1.00E+03,0.001,0.072,0.823470757,0.00205,2.60E-03,1.93E+01,5.72E-01,0.878603612,0.016640789
1.00E+03,0.001,0.072,1.379065485,0.00205,2.60E-03,5.41E+01,5.72E-01,0.820869143,0.009856321
